Summary,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,Rate
"Our flight with Singapore Airlines departed on time, arrived on time into Singapore with a 50 min transit, to change to flight SQ 306, to continue through to London. Every facet of our travel (check-in confirmation, baggage check-in, travel, all meals, flight x2, to picking up our 4 suitcases was without any issues arising) with the airline was smooth without any issues. All staff were excellent and dealt with full flights with the 1st flight on an Airbus A350, with the 2nd flight on a Boeing 777-300, that arrived about 30 min's early into Heathrow. Would we ever travel with another airline our of Australia. the easy answer is, 'NO'.",0.0,0.941,0.059,0.765,0.0170773733407259,0.15808558464050293,0.8248370885848999,5
"Flew on 21st Oct 23, flight seems almost full.
Last Flew on SQ was almost 10yrs ago, which I remembered the flight was cold and cozy.
But this flight has been a very terrible experience,  seat was not comfortable,  front seats is too closed , very difficult to view the screen on the seat in front of u.

Worst part is the air control,  its not cold but very warm and stuffy!  There wasn't any air vent hole for u to control the cold air blowing at you. But seems to come from the top. It's more like a dehumidifier setting rather than aircon . I saw ppl around me all fanning themselves! 

Yes ppl have to fan themselves like in the 80s where buses have no aircon , hot stuffy and soaking with perspiration atvthe end of the 5-6hr flight!!!

Will not take this flight ever again , horrible experience!",0.15,0.743,0.108,-0.8842,0.9034404158592224,0.08240474760532379,0.014154826290905476,2
"Come on ! Singapore Airlines the Buisiness lounge is total joke ! M
If this is 1st impression you offer of your Buisiness class then it’s sad sad 😢 

Really guys give us a lounge in keeping with the rest of your services ",0.151,0.758,0.091,-0.5696,0.9242728352546692,0.06627878546714783,0.009448297321796417,1
They don’t let you add your frequent flyer number for a partner airline unless you do it at the check in counter. They only let you add their own FF number. Really poor experience and really dumb policy.,0.155,0.709,0.136,-0.4316,0.9117515087127686,0.07975047826766968,0.008497979491949081,1
"Recently had three flights with Singapore Air during a recent trip to Europe from Australia.  I found the check in service quick and efficient, staff were really nice & everything was on time. I found the economy seating to be more roomie than a few other airlines that I've travelled with and the Staff were very accommodating.  Would highly recommend travelling with them.   ",0.0,0.864,0.136,0.8265,0.0016641713446006179,0.01882489211857319,0.9795109033584595,4
A great experience once again with Singapore Airline. We were in transit. The boarding was very orderly. On board service was excellent. The crew was very helpful and polite. The only slight problem was the food  tray table. It was too small to keep food tray on it and eat comfortably.,0.044,0.733,0.223,0.8999,0.00660927128046751,0.027989158406853676,0.9654015898704529,5
"We were offered the choice of carriers from England to Vietnam and chose this airline on the basis of a friend's recommendation and that he had been impressed when he had last used them. Priority check-in went smoothly, however the friendliness of the staff left a lot to be desired. The lounge was clean, tidy and a full selection of hot and cold meals and liquid refreshments provided.
The flight to Singapore was very comfortable with a large seating area where you could fully stretch out, however some of the cabin crew gave the impression that explaining the various controls and screen changes was beneath them. The menu was good  and the meals were tasty. The lounge again was average, however noise and distractions from other traveller's spoilt the ambience.
From Singapore to Vietnam the cabin crew were attentive and extremely responsive. This was a slightly smaller airliner, however the seating arrangements were adequate.
The return trip was basically similar to the inward journey, but the cabin staff were perhaps more attentive due to it being mainly a night flight and they had more time to devote to each passenger.
The central seating means that it is almost impossible to have a conversation with your ""flying"" partner due to the distance between parties. Each passenger is provided with headphones, blanket, cushion, socks and footwear, however the entertainment choice is severely limited.
i was led to believe that the trip would be memorable, but the hype did not match the reality.",0.03,0.866,0.104,0.937,0.07341030240058899,0.3321459889411926,0.5944437384605408,3
"I flew in the rear of the plane this trip, very unuasual for me at my vintage. And I was delighted to see the attention to detail offered by the staff in every section of the plane. Even pre~boarding &  the check~in staff took the time, smiled and treated me a pleasing bag~tagging. ""Markia' & 'Zane' earned high marks from this Mark!  I asked to board early at the gate: I wanted to note the ebb & flow of boarding an airplane for an on~time departure... There were subtle, yet wonderful difference in helping customers. Crew helped shuffle overhead bins as needed...Other airline staff stand~off and leave it to the pax to sort... Observant SQ team members worked smoothly to re~unite families with small children, helped with the need for another pillow or blanket,and thrughout the flight, seemed to pay special attention to their customers... A special shout~out to 'David"" and his peers at the back of the plane! Good service starts at the top...so we need to say thanks to the burser on~board,'James' who clearly led by example... For this entire team, they appeared to be honoured to be flying...other carriers seem to have staff that see this line of WORK as a real 'chore'... At This airline, it appears to be more of an honoured VOCATION to serve...Keep it Up Singapore! ",0.011,0.833,0.156,0.9879,0.0042671081610023975,0.0532781183719635,0.9424547553062439,5
"Food is always delayed. Breakfast will be served as brunch, and dinner will be served in early morning. Not a good experience for Senior citizens and children",0.152,0.848,0.0,-0.5116,0.9287534356117249,0.06501400470733643,0.006232528015971184,1
"Singapore Air was good years ago, not anymore. We bought tickets with prepaid seats. A month before flying Singapore Air changed our seats without paying a refund. It is unclear what we paid for if seats can be changed by Singapore Air without giving our money back. 
Service was very average.
We will avoid flying with Singapore Air in future. ",0.099,0.855,0.046,-0.3261,0.583444356918335,0.3251936733722687,0.09136196970939636,1
"Had a great experience flying with singapore airlines but only to arrive in Sydney with my luggage missing, I am staying in Sydney for 6 months so brought my whole wardrobe and lots of valuables, It’s put a dampen on my trip and it feels like they aren’t prioritising finding it. ",0.05,0.771,0.178,0.7992,0.27459612488746643,0.36304789781570435,0.36235594749450684,1
"The service was poor, the food not edible,   I like a beer on a flight, first time I’ve ever been given a ⅓ can of warm beer in a plastic cup, yum.

This is a budget flight at regular prices.

Flown Singapore Airline several times but I cannot explain the drop in quality on this and the return flight.

Cairns people your getting ripped off.",0.06,0.879,0.061,0.017,0.8583407402038574,0.11746396124362946,0.024195317178964615,2
This was a great flight the service was perfect the food was good and plentiful the seats were good with plenty of room even in economy we landed on time didn't take to long to de plane ,0.0,0.702,0.298,0.9274,0.0025398069992661476,0.013257765211164951,0.9842023849487305,5
"Had to fly SIN HAN and had several choices for carriers. Heard all the hype about flying Singapore Airlines, how it supposed to be great, etc. I think the hype is gone. Don't get me wrong, it got me from SIN to HAN ok but it was a little 737 max for an international flight, was served a bento box for a meal, and to be honest I was really hoping for more. The ticket was more than say on Vietnam Air or Air Asia so I thought you really got more bells and whistles but it was just a regular flight with almost no frills. Even the excess baggage fee was quite high, you would think after paying for such a high ticket they would cut you some slack on the fees. In flight service was fine but I thought they would come around more than just giving you your ""take-away"" box. I guess all the hype that Singapore Airlines has the best service is no longer. At least I left out of T2 (versus 4) from Changi but I'll be flying someone else on those routes next time. ",0.062,0.811,0.127,0.9361,0.2042289674282074,0.49097010493278503,0.30480095744132996,3
"Received a bottle of water at the start of the 16hr flight, and finally had to walk to the back of the plane to ask for another bottle of water, this after about 7 hrs. Food? One meal at the start of the flight, and as i sit here writing this 11 hrs into the flight, no more food, i.e. meals or snacks. Oh, no stewardesses either. I get better service on a 1 hr flight on southwest!",0.061,0.901,0.038,-0.2003,0.18990860879421234,0.38261866569519043,0.4274728000164032,1
First time flying with Singapore Airlines the flight out in economy was very good with nice service food and good setback entertainment however we were disappointed on the return flight after paying for premium economy the food was poor as was the seatbelt padding was awful and the service was below average I know it was a night flight however I was parched on landing we may use the same flight next year but would only do economy ,0.074,0.827,0.099,0.2558,0.6452791094779968,0.2561487555503845,0.09857212007045746,3
"Comfortable seats, great service, good food, good entertainment system. One of the best international airlines. ",0.0,0.308,0.692,0.9648,0.0013702241703867912,0.012882144190371037,0.9857476353645325,5
"Check-in staff did not know rules for carry-on liquids. She insisted we could only carry on a total of 100ml when the Singapore Airlines website clearly states 100ml maximum PER CONTAINER, with a total maximum of ONE LITRE. It wasn't a big deal - we just checked the bag in - but I find it concerning that  Singapore Airlines staff don't know their own rules and refuse to seek clarification when you question them. Maybe this is just the way of the world now. Maybe I'm just old.",0.033,0.945,0.022,-0.2382,0.7633063197135925,0.21640999615192413,0.020283615216612816,1
"The last time I flew with Singapore Airlines (economy) was pre covid in March 2020.  The service has changed quite a bit since the last time I flew with Singapore.  No amenity pack on your chair with your pillow and blanket, no printed menu, no snacks throughout the flight, limited water, is a shame as it is the little touches that give an airline the edge over others.  That said Singapore is still the best value for the route I was taking.  As we all know flying economy is not the most comfortable but the seats on the plane were pretty comfy and have a good incline when sleeping. I bought a foot hammock for the flight to Singapore and I have to say an absolute game changer, well worth taking next time you do long haul. The staff on the plane where friendly and helpful on all four of my flights and the food that I did have was good.  I had a 50 minute turn around in Singapore to and from Bali and whilst that does not sound a lot it is plenty of time. I booked forward seats for my turnaround flights to ensure I got off the plane quickly.   All in all a different experience from last time but still good.",0.045,0.795,0.16,0.9839,0.014247947372496128,0.08913032710552216,0.8966217041015625,4
"We travelled after a long time with Singapore Airlines. We had great experience flying with them. The check-in was very smooth. The boarding was very orderly in spite of A380 aircraft. The seats were very comfortable. On board service was excellent. The staff was very courteous. I could not try any drinks or food as it was a mid night flight and I had already finished my dinner at airport.
Worth flying. ",0.044,0.751,0.205,0.922,0.003088517114520073,0.02474243938922882,0.9721691012382507,5
"A decent airline with some room for improvement. I've had the opportunity to fly with Singapore Airlines a few times this year and each time I come away with different feelings. The consistency in service that you find on other airlines doesn't seem to exist with Singapore Airlines. Sometimes it's great, sometimes not so much. On this particular flight from Singapore to Dubai, boarding was late by about 40 minutes - not a huge deal but the lack of communication was frustrating. Boarding was relatively quick and the Airbus A350-900 is a fantastic aircraft to fly on. The seat was comfortable (economy) and there were nice amenities for use during the flight, such as a pillow, blanket and headphones. I opted to use my own noise cancelling head-phones connected to the In-Flight entertainment via a cable. As the aircraft pushed back, a flight attendant quite rudely told me ""noise cancelling headphones aren't allowed!"" Before I had the chance to ask why, she had already disappeared. When she passed again, I asked her about her prior instruction and she told me that I could not wear them during the safety video. At this time she realized that they were in-fact connected to the IFE and said that I could keep them on. 

The first meal-service didn't start until almost 3 hours into the flight! For those, like myself, who had connected through Singapore from a previous long-haul flight, it was frustrating having to wait this long as I wanted to maximize rest for the arrival into Dubai. The second meal-service was a slice of over-cooked pizza in a soggy cardboard box. Disappointing to say the least. 

All-in-all, Singapore is generally a reliable carrier with modern aircraft and nice cabins. Perhaps with some work on consistency would go along way. I'm booked to fly with them again in 2024 so it'll be interesting to see if there is some improvement here.",0.08,0.792,0.128,0.9581,0.2848888337612152,0.3811996579170227,0.33391156792640686,4
"As usual, SQ service was excellent.  Crew were super friendly and super efficient.  The food was very good. Great entertainment options.  Nice complimentary wi-fi!",0.0,0.291,0.709,0.9874,0.0016954491147771478,0.009106339886784554,0.9891982674598694,5
"I hate self check in !!!! Luckily there was somebody at Perth to help. 
The whole flight experience was good , boarding the plane was orderly , nice new plane, plenty of leg room , the food was ok. the service from the flight staff is very good.
They really need to rotate the inflight entertainment more often , you get the same on the return flight home.
",0.047,0.692,0.261,0.9439,0.04126894846558571,0.11156783998012543,0.8471631407737732,4
"I write here to convey our extreme sense of Gratitude to the entire crew in the Business class on 5th October flight.  They  took more than personal interest and attended to my wife who suffered from bouts of severe sposmadic attacks during the 14 hour long haul flight. They helped her out of distress along with passenger Angel Doctor on board and mobilised her enough to land and get home safely. 
We cannot thank them enough . They all were like God send to my wife and I.  

God Bless them and Singapore Airlines 

Prasad Mumbai India",0.122,0.713,0.165,0.6192,0.009889999404549599,0.08321792632341385,0.9068920016288757,5
"In my whole life, I have been treated that badly, I had to cancel my flight since for major reasons I couldn't travel. My ticket was refundable. So I proceeded to request a refund, its been almost a year and they haven't processed it! after discounting a lot of money and agreeing on the refund they just keep sending me messages every three months requesting for a new form request and fooling me, no explanations no customer service nothing. Nobody is responsive. I have traveled to several countries all over the world and this is the worst airline I tried in my whole life!!! ",0.181,0.796,0.022,-0.9449,0.9723628163337708,0.02450711838901043,0.0031300506088882685,1
"For the life of me I don't get why this airline receives good reviews. The check in procedures are appalling, the aircraft seats (yes I am acknowledge I am sitting in the lowest class available on the aircraft) are fine as long as you're not an adult male taller than 175 centimetres and as for the famous cabin attendants - they are as officious as any you would have expected to need to communicate with on an areoflot flight from the soviet era. I'm sure they're charming in business class and probably civil in prem. economy but they clearly don't care much about the other 70% of passengers. I write this as I sit and wonder why I chose to fly Singapore over Thai, Malaysian or Vietnam airlines (all of who provide headphones and blankets without having to ask for them.) I never will again that much is certain. An abomination of an airline.",0.044,0.869,0.086,0.6816,0.8494023084640503,0.13039787113666534,0.020199792459607124,1
"The toilets stunk of urine although the plane had only just taken off. The movie choice was poor. And we were served almost the  identical meal for breakfast as what was served for our evening meal
Staff were pleasant. ",0.127,0.8,0.073,-0.34,0.7806767821311951,0.1803552359342575,0.038967911154031754,3
"In February 2023 we booked a trip to visit our Daughter in New Zealand. Because of past experience with flights we ensured that the 'Layovers' were not too long but just as importantly - not too short so that a party containing people in a wheelchair had a chance to make connecting flights if a leg was 'delayed'.

This was done in good faith.

On four separate occasions our travel agent subsequently  had to contact us to advise is that the carrier ;Singapore Airlines had changed the schedule, with the 3rd change made (so we really couldnt cancel and re-book due to other airline lack of availability) whereby we ended up with a layover in singapore in excess of half a day, and a change of transit point and layover time in new -zealand from AUckland to Chrishchurch with just 90 minutes between flights!!!!

What chance of us or our luggage making that connection???

What have shambolic airlines offered us in recompense - platitudes and apologies - We have spent in excess of £18,000 on premium economy flights to wellington, and now that they have our money and we cant get it back - Just 'Sorry' and 'Sod Off'! 

Fly with them again? Book with them again?

NEVER - (How on EARTH were they awarded airline of the year 2023 - certainly not for customer service)
",0.013,0.857,0.131,0.9814,0.6280128955841064,0.31188011169433594,0.06010700389742851,2
"Paid 3,000 for premium economy.the flight attendants look beautiful. That’s because they don’t do anything. Never again. So disappointed. No service. Don’t pick up trash. You get one bottle of water for a 17 hour flight. Food was awful. Looked like economy. Why would I pay for upgrade??? Dirty. No tooth brush. You might find one in the economy bathroom when flight first starts otherwise forget it. Seats are uncomfortable. You ask a question, they don’t have an answer. Fly another airline. Heard so much about this airline. So disappointed! ",0.167,0.72,0.113,-0.5643,0.9527900815010071,0.039985381066799164,0.007224493660032749,1
"What a disappointment Singapore Airlines were.  My husband had booked the tickets (first time in almost 40 years) as a surprise for me to celebrate my 60th Birthday.  He had no idea he should have gone on line and tried to book seats (yet another airline devising money making schemes when they charge a fortune for the tickets anyway) and when we checked in they had seated us separately and quite far apart.  They said they could do nothing about it, although there were available Business Class seats so instead of flying PE as booked, we opted to swop with our sons and sit together in economy.  The food was nothing short of dreadful for a 13 hour flight, hot dishes weren’t hot and extremely bland.  An ice cream break would have been a pleasant surprise and it’s not advertised that you can help yourself to dreadful sweet snacks from the galley when you want.  Staff were nice but in my view the airline has gone right downhill from when we used to fly them regularly 20 years ago.  On the positive side, and why I gave it 2 points were that all our flights were on time.",0.018,0.87,0.111,0.9332,0.5373159646987915,0.3246098756790161,0.13807417452335358,2
"Very disappointed in premium economy , very little difference to economy, apart from bit more room Woolf not waste my money again . 
Also food was disgusting, will never fly Singapore Airlines again . 🙈🙈☹️☹️
John and irene ",0.165,0.778,0.057,-0.6663,0.9702901840209961,0.025665678083896637,0.0040441155433654785,1
"I recently travelled with Singapore Airlines to Singapore/London from Sydney and return. Whilst flights SQ242 and SQ221 were reasonable my flights SQ306 and SQ321 between Singapore and London were dreadful. 
I am a pensioner, doing occasional casual work, and it has taken quite a while to save up for this trip. As I have arthritis and I'm 75 years old, I persuaded my travelling companion to book premium economy. On previous trips, with Cathay and Air Canada, I had been upgraded to premium economy and found it to be much more comfortable than being in economy.

I cannot understand why Singapore Airlines thinks that the Boeing 777 is suitable for premium economy, and I feel exploited. The seating was so cramped that you could hardly get out of your seat to reach the aisle. When the person in front reclined their seat movement was almost impossible. How is this better than economy?

On the flight over my t.v. screen malfunctioned for 3 hours and I could not watch anything!! The flight crew did everything they could to fix it and after all that time they finally did.
 On the return flight I could not recline my seat which made it very uncomfortable trying to sleep.
Additionally, on this flight, the middle toilet seemed to be out of use, so we had to walk to the very rear of the plane. In fact, we had to walk further to a toilet than anyone else on the plane! I was very unimpressed given the huge amount of money we paid for premium economy.

I have been fortunate to have travelled several times in my life, and this experience with Singapore Airlines was the worst travel experience I have had with an airline. This is more so because I expected more, given the amount I and my friend paid for premium economy. I did expect it to be better than economy.

I might also add that when I tried to log in to Kris Flyer in the plane I could not do so.
Almost everything was unsatisfactory but the very cramped space and poor value for the dollar were the worst. Given that Singapore Airlines was recently named as the world’s top airline, I would have to strongly disagree. My only positive opinion relates to the ease of checking in and the pleasantness of the flight crew.
Singapore Airlines has not replied to my last email, which I guess is what you would expect!",0.055,0.854,0.091,0.9058,0.7637393474578857,0.18940052390098572,0.046860139816999435,1
"I have used SQ and Changi often and generally praised both. Unfortunately both have declined significantly in the last few years - be wary!

The SQ631 HND-SIN experience 4 October 2023 is the worst airline experience of my couple of decades of international flying.

All was going to schedule on the day and all passengers boarded and the plane commenced taxiing. Part way through taxiing, the plane pulled over into a parking bay and passengers were left sitting for 1.5hrs with no announcement! I asked a crew member if they knew anything about what was going on and was just given a stupid answer of ""normal delay""! So if flying SQ it is now 'normal' to pull into a parking bay and watch engineers on ladders inspecting something in the engine bay!

Finally after 1.5hrs of sitting a brief announcement ""technical issue"" still trying to be resolved. It was around another 1.5hr of sitting before the next announcement stating we'd have to wait around 20min for busses to come and take us back to the terminal.

Passengers understand that things can go wrong but to just leave us sitting for 1.5hr with no announcement whatsoever is ridiculous ...and then another 1.5hr!

Finally we're all bussed back to the terminal and left sitting for an hour or so before some incomprehensible announcement in English is made apparently to queue up for meal vouchers for lunch. What should be a 5sec process per passenger to hand out meal vouchers (show boarding pass, have it endorsed and be handed vouchers) was an excruciatingly long process with the huge queue moving about 50cm a minute.

And then staff ran out of vouchers!!! More waiting for staff to find some more. Finally get vouchers which could only be claimed at a cheap food court upstairs which was already crowded with no spare tables.

A number of staff at the gate were standing around dumbfounded and others looking busy walking around with tablets asking questions but not achieving anything.

No offer of overnight accommodation and flights the next day, one had virtually no choice but await an email with what alternative flights SQ decided to hand out. So what should have been a pleasant day flight to SIN turned into an overnight nightmare arriving SIN 2:20am and having to wait 4.5hr for flight to KUL with no offer of accommodation or lounge!!! I had to ask for accommodation/lounge at Changi and only then given a pass for the Krisflyer Gold Lounge - thankfully better than nothing but not the standard expected of supposedly one of the world's top full service airlines.

Flight SIN-KUL 7:00am 5 October had no entertainment facilities and not a single scrap of food was offered - not even a packet of peanuts!

Overall SQ's performance experienced is now that of an expensive budget airline - not worth the premium anymore - avoid!

As for Changi, I went to meet my girlfriend at the gate earlier in the trip and observed the plane arriving at the gate but passengers and gate staff all had to wait half an hour for somebody to operate the airbridge! Seems Changi and SQ management are following suit.
",0.097,0.831,0.072,-0.9391,0.7947790026664734,0.17716756463050842,0.028053486719727516,1
"I have never come across a company that would ask a customer to pay a penalty fee for switching from a cheaper to a more expensive service

I bought a one way Economy class ticket from the US to Singapore (ticket number 6182446679719/reference number 5932KI) at first, planning to take another airline for the other leg of the trip.  

Being a loyal customer of Singapore Airlines, I decided to be more generous and pay a lot more to buy a 2-way Business class trip (ticket number 618-2446953857 06/reference number 54GRQ5) in place for the original one-way Economy class ticket.  

I cancelled the one-way Economy class ticket after buying the 2-way Business class ticket and found to my horror that Singapore Airlines charged me a cancellation fee of US$200!  I called Singapore Airlines and wrote in to ask for the US$200 cancellation fee to be waived and refunded.

The experience was a nightmare and the response was shocking to a long time customer.  It took a long time to get through the hotline.  My request for refund was rejected with no good reason provided. 

What is the motivation behind the rejection?
- why would the airline want to squeeze a customer for a few extra dollars after being paid a few thousand US$ more by a customer to buy a more expensive service?  Is this even reasonable?  I like to invite any customer to comment on this point 
- or does Singapire Airline not care about the customers being happy and doing what’s right for making a few extra dollars?",0.104,0.784,0.112,-0.5085,0.7709487676620483,0.19968914985656738,0.02936200238764286,1
"I was very happy with this airlines for my honeymoon. We left shortly after the passengers were loaded meaning we got off the ground ahead of schedule and landed ahead of schedule. This happened with all our flights, and they had information available in flight about connecting flights so we didn't need to stress about finding our way in an unknown airport. The crew was very friendly and helpful.",0.0,0.832,0.168,0.9166,0.0028521164786070585,0.01895253360271454,0.978195309638977,5
"Awful customer service.  My mother tried repeatedly to change her fight.  Wrote dozens of messages.  Then yesterday was put on hold for 4 hours.  Today I am in the middle of so far, a 1 hour call where the service provider did nothing other than take details and repeatedly put me on hold, and then pick up again to say he was putting me back on hold.
After over 30 minutes, finally acknowledged that I wanted to speak to the ""Senior Superior Group"" my mother was told her case was referred to yesterday, and then has left the call,  I assume, waiting for me to hang up.  My mother is 90 years old.  It is cruel and unusual to put someone through such a trial.  

She had tried rebooking the flight so many times, it got past the date for her flight, and now they are also trying to charge a ""no-show"" fee.  Absolutely awful.",0.08,0.898,0.022,-0.8479,0.9635055661201477,0.03324789181351662,0.00324657722376287,1
"My family had used two tickets each out of a four leg journey when I had to change plans for myself only due to a very sudden family bereavement.

Despite our tickets being already half used and strictly non-exchangeable, SA agreed to defer one of the legs for myself only so that I could accommodate a brief extra journey before completing my original route a few days later.

This was done via an online chat with the minimum of fuss and bother, with very little notice from my end.

This concession from SA saved me a significant sum of money and a lot of unnecessary extra air miles. I’m incredibly grateful to them for their flexibility and willingness to help me in what was a very stressful and emotional situation.
",0.059,0.787,0.154,0.8797,0.02143031731247902,0.09567053616046906,0.8828991055488586,4
"It's not what expected. After seeing so many positive reviews about the airline, I thought I should give it a try. I walked in with positive expectations, but I walked away very disappointed.

Singapore Airlines is really overrated. First, the seats in the economy class are extremely uncomfortable, both in terms of cushion and size. It's very narrow, making you feel like are packed in a sardine can. For flights longer than 6 hrs, it's pure torture. Second, the foods served in economy class, are lower than what you might find at McDonald's. The inflight service is also overrated. The flight attendants (FA) are very robotic. They'd put on a polite smile and respond to your request in a very artificial, insincere ways. And this gets worse with head FAs. What may you see on Singapore Airlines commercials/advertisements are not the reality. The aircraft cabin environment in the economy class can make you feel like you are on a Greyhound bus, if not worse. Furthermore, most Singapore Airlines flights converge to Singapore (because it's their hub). And the airport itself (SIN), is also grossly overrated. It may look sort of ""modern"", but there many little ""stupid"" things that they can improve on such as flight information monitors availability and accessibility. 

Overall, Singapore Airlines would *not* be my future choice of airlines for my travel. The ratio of bang-for-buck is not high enough to justify for the extra bucks you'd have cough out for flying with Singapore Airlines.",0.115,0.817,0.068,-0.942,0.9236703515052795,0.06682032346725464,0.00950927659869194,1
"The airline is good for the experienced, able-boded traveller. However, if you are elderly, person with disability or requiring assistance, I would suggest you find alternative airlines. Their support staff is horrendous in terms of providing appropriate assistance to those who need it the most. The Live chat agents are also hopeless (don't waste your time) and feedbacks/complaints take a while to be responded to. As I said, if you are able to navigate well, are tech-savvy or well-travelled, you're all good. You will have a comfortable flight. However, if you are someone likely to require the airlines' assistance, forget it. Their support staff is horrible.",0.1,0.745,0.155,0.6939,0.5738195180892944,0.30469295382499695,0.1214875653386116,1
"Our first-time flying Singapore Airlines Business Class. I honestly could not fault the entire experience with Singapore Airlines from the online booking experience thru to the arrival in Singapore (We took advantage of pre-ordering our meal). Online check-in, no problem. Bag Drop no problem and an extremely helpful staff member who provided extremely useful pre boarding information. Boarding, no issues. Business Class cabin crew were excellent. The flight on the A350 aircraft was nice and smooth. On arrival in Singapore once we cleared all the formalities, we only had couple minutes wait for our baggage. We would have no hesitation flying with Singapore Airlines again.",0.144,0.688,0.168,0.6179,0.00285935727879405,0.030759993940591812,0.9663805961608887,5
"Poor food, with snacks served instead of meals. 

Crew very pleasant, but you have to chase them for a drink! 

Neither ground crew nor onboard crew will let you upgrade, when you’re more than happy to pay; each says you must speak to the other. 

I would never book with them myself. ",0.063,0.797,0.14,0.7511,0.6585807800292969,0.2774677276611328,0.0639515072107315,2
"My mother has not travelled a lot so I was excited to see her travel. But after the terrible experience with Singapore Airlines I doubt she will leave NZ again. After my Dad didn't get this luggage on the way over to Vietnam you would hope they would be more careful on the way back but no, when they get back to New Zealand.. No Bags. Ok they find the rest but my mum's bag with all her gifts she bought and all her souvenirs is gone. With no reassurance when she will get it back.  The travel insurance won't even help her because all the receipts were in the luggage. I fly Singapore airlines a lot but now I think I might as well risk the budget airlines. Same service. Half the price and they have never lost my luggage. 
",0.141,0.74,0.119,-0.537,0.6397522687911987,0.29274168610572815,0.06750599294900894,1
"Wish I could give them 0 star! I’ve flown with different airlines in business class, but Singapore air is by far the worst. 

I traveled from JFK to Frankfurt in business class on September 10. The seat was narrow and terribly uncomfortable. When it’s flat bed, there’s a tiny room for your legs/feet. You need to position your body diagonally in order to lay flat. The food was burned and cold. The flight attendants were so clumsy and unorganized. It’s waste of money and I’d never fly with them again. ",0.178,0.804,0.018,-0.9589,0.9692392945289612,0.02664160169661045,0.0041191368363797665,1
"had previously flown with Singapore Airlines and had a positive experience, so I booked again. I have been extremely (!!!) disappointed. 

I do not recommend flying Singapore Airlines if you have any dietary intolerances, requirements or allergies. Before flying: (1) I requested a gluten intolerant meal; (2) I contacted Singapore Airlines through the app; and (3) I also checked that I was all sorted for gluten free upon checking in at Sydney Airport. 

Despite the staff member at the airport providing confirmation, the staff on the second flight (from Singapore to Paris) told me that they had no gluten intolerant meal for me onboard or any record of the request. I then went 13 hours without any substantial food, as I had only brought muesli bars with me (between the initial flight of 8 hours and then a 13 hour layover, I couldn’t bring much else). The stewards offered me a vegetarian meal as an alternative, but this had barley etc (so not suitable). 

The crew onboard and at the airport were both very nice, so that is the only plus I would give to Singapore Airlines. I felt like they were pleasant and tried to make the experience better. However, when contacting Singapore Airlines via phone some weeks before to enquire about re-routing my flight, I had to wait on hold for quite a long time when I just wanted confirmation as to whether I could change the flight at all. It turns out that they have to manually calculate re-routing the flights, which is fair - however, I kept just asking for them to confirm whether it could be done and couldn’t seem to get a simple answer. 

In my subjective opinion, I felt that the seats were more uncomfortable than other similar airlines. The gentleman in front of me on the second flight put his seat right back, so the steward assisted me to find a temporary new seat which was kind of him. Again, the staff at check-in and onboard were lovely and the only plus I would give to the airline. 

I have since contacted Singapore Airlines about the experience and got a very generic short email noting their  sincere apologies and a query about whether I needed to select gluten free on the flight back. I replied in more detail, and have since received a reply addressed to somebody completely different (definitely not me - a completely different surname) saying that they already booked a gluten intolerant meal for my inbound flight (which is contrary to their previous email). 

I would never personally book with Singapore Airlines again and am absolutely dreading the flight back. ",0.035,0.88,0.084,0.9768,0.3454991579055786,0.4545554518699646,0.1999453753232956,1
"We recently flew coach on Singapore Airlines from LAX to Tokyo’s Narita Airport. Our experience: It was great. The onboard service (talking coach here) harkened back in quality to the older days of flying: elegant, professional, attentive, super-personable flight crew; clean well-maintained cabin and toilets; comfortable seats with decent leg room; exquisite (for plane food) meals with proper utensils; good selection of films/programs on functioning devices. The time onboard passed by easily, and we arrived in Tokyo without that just-rode-in-a-cattle-car feeling.

I used to fly often when I was a kid (mostly internationally, from the early 70s to the mid 80s). The golden age of flying was a faded point in history by then, but I remember how the default quality and dignity of customer service by airports and airlines still hinted at the privilege of air travel. I contrast that with my more recent experiences with air travel: zoo with wings. You want to see a third world airport? Have a look around JFK. A classy one? There are a number of them (maybe start with Istanbul), just not in the US. You want to fly on a US airline (just successfully fly point-to-point on schedule, not aspire to have a quality experience)? Roll the wheel and test your fortunes.

Lately, it’s gotten so unpleasant that my wife and I chose to take a cross-country train to LA to catch our flight from LAX to Japan’s Narita Airport rather than endure airport shenanigans and the snafu potential of trying to fly out of NYC to make a connecting flight. It’s as if certain companies have forgotten how to conduct a commercial transaction. Me pay for goods and services, you give me said goods and services. But our collective sacrifices will allow some poor CEO to have a hot, nutritious meal, so perhaps we can write it off as charity work.

Singapore Airlines took me back to the older days of flying. Wish we could use them for everywhere we plan to go.",0.055,0.821,0.124,0.9629,0.23690445721149445,0.4544576406478882,0.30863791704177856,5
